




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.XXXX/zenodo.XXXXXXXX Released 2025-10-05
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (5121)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
ribonucleotide biosynthetic process (GO:0009260)	163	20	40.56	-	.49	8.15E-05	1.56E-03
vesicle-mediated transport to the plasma membrane (GO:0098876)	147	18	36.58	-	.49	1.73E-04	3.03E-03
purine ribonucleotide biosynthetic process (GO:0009152)	147	18	36.58	-	.49	1.73E-04	3.02E-03
regulation of translation (GO:0006417)	372	45	92.57	-	.49	9.72E-10	5.52E-08
vesicle budding from membrane (GO:0006900)	84	10	20.90	-	.48	5.00E-03	4.56E-02
protein import into nucleus (GO:0006606)	118	14	29.36	-	.48	5.79E-04	8.43E-03
ribose phosphate biosynthetic process (GO:0046390)	169	20	42.05	-	.48	3.34E-05	7.31E-04
endocytic recycling (GO:0032456)	93	11	23.14	-	.48	2.47E-03	2.71E-02
regulation of telomere maintenance (GO:0032204)	110	13	27.37	-	.47	8.48E-04	1.17E-02
protein-DNA complex organization (GO:0071824)	204	24	50.76	-	.47	4.14E-06	1.16E-04
spliceosomal complex assembly (GO:0000245)	78	9	19.41	-	.46	5.41E-03	4.87E-02
protein localization to nucleus (GO:0034504)	200	23	49.77	-	.46	3.27E-06	9.42E-05
endosomal transport (GO:0016197)	281	32	69.92	-	.46	1.90E-08	8.97E-07
nuclear transport (GO:0051169)	250	28	62.21	-	.45	8.24E-08	3.36E-06
positive regulation of translation (GO:0045727)	143	16	35.58	-	.45	5.83E-05	1.17E-03
nucleobase-containing compound biosynthetic process (GO:0034654)	1736	193	431.98	-	.45	1.61E-50	2.93E-47
mitochondrion organization (GO:0007005)	361	40	89.83	-	.45	4.54E-11	3.17E-09
viral gene expression (GO:0019080)	73	8	18.16	-	.44	4.16E-03	3.96E-02
protein insertion into membrane (GO:0051205)	73	8	18.16	-	.44	4.16E-03	3.96E-02
regulation of TORC1 signaling (GO:1903432)	101	11	25.13	-	.44	7.13E-04	1.01E-02
cytosolic transport (GO:0016482)	138	15	34.34	-	.44	6.33E-05	1.26E-03
fatty acid catabolic process (GO:0009062)	92	10	22.89	-	.44	1.02E-03	1.32E-02
nucleocytoplasmic transport (GO:0006913)	249	27	61.96	-	.44	3.32E-08	1.47E-06
aerobic respiration (GO:0009060)	203	22	50.51	-	.44	7.22E-07	2.39E-05
heterochromatin formation (GO:0031507)	194	21	48.27	-	.44	1.03E-06	3.32E-05
lysosomal transport (GO:0007041)	131	14	32.60	-	.43	6.41E-05	1.27E-03
organelle disassembly (GO:1903008)	76	8	18.91	-	.42	3.08E-03	3.21E-02
nucleic acid biosynthetic process (GO:0141187)	1439	151	358.07	-	.42	9.51E-46	9.87E-43
cellular respiration (GO:0045333)	230	24	57.23	-	.42	3.68E-08	1.61E-06
positive regulation of autophagy (GO:0010508)	164	17	40.81	-	.42	4.35E-06	1.22E-04
DNA-templated transcription (GO:0006351)	503	52	125.16	-	.42	1.01E-16	1.27E-14
vacuolar transport (GO:0007034)	175	18	43.55	-	.41	1.57E-06	4.89E-05
RNA 3'-end processing (GO:0031123)	98	10	24.39	-	.41	3.80E-04	5.84E-03
endosome to lysosome transport (GO:0008333)	69	7	17.17	-	.41	3.12E-03	3.23E-02
protein folding (GO:0006457)	228	23	56.73	-	.41	1.94E-08	9.11E-07
RNA biosynthetic process (GO:0032774)	1350	135	335.93	-	.40	4.79E-46	5.35E-43
retrograde transport, endosome to Golgi (GO:0042147)	101	10	25.13	-	.40	1.94E-04	3.35E-03
protein transmembrane transport (GO:0071806)	81	8	20.16	-	.40	1.11E-03	1.42E-02
Golgi organization (GO:0007030)	142	14	35.33	-	.40	8.89E-06	2.26E-04
autophagy (GO:0006914)	335	33	83.36	-	.40	2.97E-12	2.33E-10
process utilizing autophagic mechanism (GO:0061919)	335	33	83.36	-	.40	2.97E-12	2.32E-10
positive regulation of viral process (GO:0048524)	61	6	15.18	-	.40	4.52E-03	4.25E-02
vacuole organization (GO:0007033)	214	21	53.25	-	.39	2.76E-08	1.25E-06
RNA metabolic process (GO:0016070)	1523	149	378.97	-	.39	7.63E-54	1.85E-50
RNA processing (GO:0006396)	904	87	224.95	-	.39	1.73E-32	6.78E-30
transcription by RNA polymerase II (GO:0006366)	364	35	90.58	-	.39	1.44E-13	1.30E-11
establishment of protein localization to organelle (GO:0072594)	352	33	87.59	-	.38	1.43E-13	1.30E-11
positive regulation of DNA-templated transcription initiation (GO:2000144)	75	7	18.66	-	.38	1.13E-03	1.44E-02
tRNA metabolic process (GO:0006399)	205	19	51.01	-	.37	2.01E-08	9.41E-07
vesicle targeting (GO:0006903)	65	6	16.17	-	.37	2.26E-03	2.50E-02
post-Golgi vesicle-mediated transport (GO:0006892)	109	10	27.12	-	.37	4.94E-05	1.01E-03
response to amino acid starvation (GO:1990928)	55	5	13.69	-	.37	4.58E-03	4.22E-02
regulation of macroautophagy (GO:0016241)	199	18	49.52	-	.36	1.98E-08	9.30E-07
mRNA metabolic process (GO:0016071)	643	58	160.00	-	.36	2.23E-25	5.07E-23
regulation of DNA-templated transcription initiation (GO:2000142)	89	8	22.15	-	.36	1.93E-04	3.34E-03
nucleic acid catabolic process (GO:0141188)	245	22	60.96	-	.36	2.28E-10	1.39E-08
mRNA processing (GO:0006397)	479	43	119.19	-	.36	3.03E-19	4.49E-17
Golgi to plasma membrane transport (GO:0006893)	56	5	13.93	-	.36	4.70E-03	4.31E-02
protein localization to mitochondrion (GO:0070585)	71	6	17.67	-	.34	7.92E-04	1.10E-02
regulation of mitophagy (GO:1901524)	49	4	12.19	-	.33	4.49E-03	4.22E-02
negative regulation of syncytium formation by plasma membrane fusion (GO:0034242)	49	4	12.19	-	.33	4.49E-03	4.22E-02
endosome organization (GO:0007032)	100	8	24.88	-	.32	2.21E-05	5.13E-04
negative regulation of TORC1 signaling (GO:1904262)	50	4	12.44	-	.32	4.64E-03	4.26E-02
mRNA catabolic process (GO:0006402)	141	11	35.09	-	.31	2.32E-07	8.74E-06
RNA catabolic process (GO:0006401)	220	17	54.74	-	.31	5.66E-11	3.90E-09
RNA splicing (GO:0008380)	392	30	97.54	-	.31	8.44E-19	1.23E-16
protein-RNA complex organization (GO:0071826)	238	18	59.22	-	.30	4.68E-12	3.58E-10
nuclear-transcribed mRNA catabolic process (GO:0000956)	119	9	29.61	-	.30	1.82E-06	5.56E-05
mRNA transcription (GO:0009299)	53	4	13.19	-	.30	2.13E-03	2.41E-02
response to type I interferon (GO:0034340)	94	7	23.39	-	.30	2.03E-05	4.75E-04
protein-RNA complex assembly (GO:0022618)	229	17	56.98	-	.30	8.78E-12	6.54E-10
regulation of autophagy of mitochondrion (GO:1903146)	54	4	13.44	-	.30	1.45E-03	1.75E-02
RNA localization (GO:0006403)	189	14	47.03	-	.30	5.62E-10	3.32E-08
transcription elongation by RNA polymerase II (GO:0006368)	54	4	13.44	-	.30	1.45E-03	1.75E-02
detection of stimulus involved in sensory perception (GO:0050906)	563	41	140.09	-	.29	5.65E-28	1.55E-25
mitochondrial RNA metabolic process (GO:0000959)	55	4	13.69	-	.29	1.47E-03	1.77E-02
positive regulation of macroautophagy (GO:0016239)	97	7	24.14	-	.29	9.51E-06	2.40E-04
DNA-templated transcription elongation (GO:0006354)	71	5	17.67	-	.28	1.60E-04	2.82E-03
cellular response to type I interferon (GO:0071357)	86	6	21.40	-	.28	2.64E-05	5.99E-04
regulation of vacuole organization (GO:0044088)	59	4	14.68	-	.27	7.02E-04	9.98E-03
establishment of RNA localization (GO:0051236)	163	11	40.56	-	.27	2.56E-09	1.40E-07
protein methylation (GO:0006479)	45	3	11.20	-	.27	2.85E-03	3.03E-02
membrane fission (GO:0090148)	45	3	11.20	-	.27	2.85E-03	3.03E-02
regulation of telomere maintenance via telomerase (GO:0032210)	45	3	11.20	-	.27	2.85E-03	3.03E-02
protein alkylation (GO:0008213)	45	3	11.20	-	.27	2.85E-03	3.02E-02
mRNA splicing, via spliceosome (GO:0000398)	272	18	67.68	-	.27	3.31E-15	3.65E-13
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	272	18	67.68	-	.27	3.31E-15	3.62E-13
rRNA processing (GO:0006364)	227	15	56.49	-	.27	6.64E-13	5.58E-11
Golgi vesicle transport (GO:0048193)	303	20	75.40	-	.27	6.55E-17	8.36E-15
ribonucleoprotein complex biogenesis (GO:0022613)	485	32	120.68	-	.27	2.36E-26	6.03E-24
RNA splicing, via transesterification reactions (GO:0000375)	277	18	68.93	-	.26	1.03E-15	1.19E-13
regulation of transcription initiation by RNA polymerase II (GO:0060260)	78	5	19.41	-	.26	3.36E-05	7.35E-04
protein localization to vacuole (GO:0072665)	78	5	19.41	-	.26	3.36E-05	7.34E-04
transcription initiation at RNA polymerase II promoter (GO:0006367)	175	11	43.55	-	.25	1.66E-10	1.08E-08
rRNA metabolic process (GO:0016072)	272	17	67.68	-	.25	8.95E-16	1.04E-13
regulation of translational initiation (GO:0006446)	96	6	23.89	-	.25	2.56E-06	7.54E-05
mRNA transcription by RNA polymerase II (GO:0042789)	48	3	11.94	-	.25	1.28E-03	1.59E-02
establishment of protein localization to mitochondrion (GO:0072655)	80	5	19.91	-	.25	2.27E-05	5.23E-04
RNA transport (GO:0050658)	161	10	40.06	-	.25	6.46E-10	3.79E-08
nucleic acid transport (GO:0050657)	161	10	40.06	-	.25	6.46E-10	3.77E-08
oxidative phosphorylation (GO:0006119)	114	7	28.37	-	.25	3.01E-07	1.11E-05
protein localization to lysosome (GO:0061462)	49	3	12.19	-	.25	1.32E-03	1.61E-02
immune response-inhibiting signal transduction (GO:0002765)	49	3	12.19	-	.25	1.32E-03	1.61E-02
positive regulation of transcription initiation by RNA polymerase II (GO:0060261)	66	4	16.42	-	.24	1.46E-04	2.62E-03
translational elongation (GO:0006414)	67	4	16.67	-	.24	9.33E-05	1.76E-03
ribosome biogenesis (GO:0042254)	322	19	80.12	-	.24	2.11E-19	3.19E-17
nuclear export (GO:0051168)	137	8	34.09	-	.23	6.77E-09	3.49E-07
macroautophagy (GO:0016236)	225	13	55.99	-	.23	4.09E-14	4.05E-12
detection of chemical stimulus (GO:0009593)	522	30	129.89	-	.23	1.39E-31	5.32E-29
DNA-templated transcription initiation (GO:0006352)	227	13	56.49	-	.23	2.74E-14	2.77E-12
viral translation (GO:0019081)	35	2	8.71	-	.23	5.52E-03	4.92E-02
maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	35	2	8.71	-	.23	5.52E-03	4.92E-02
mitochondrial ATP synthesis coupled electron transport (GO:0042775)	90	5	22.40	-	.22	2.05E-06	6.17E-05
ATP synthesis coupled electron transport (GO:0042773)	90	5	22.40	-	.22	2.05E-06	6.16E-05
autophagosome maturation (GO:0097352)	54	3	13.44	-	.22	3.87E-04	5.92E-03
sensory perception of chemical stimulus (GO:0007606)	548	30	136.36	-	.22	4.63E-34	2.24E-31
autophagy of mitochondrion (GO:0000422)	74	4	18.41	-	.22	1.86E-05	4.41E-04
autophagosome organization (GO:1905037)	93	5	23.14	-	.22	1.45E-06	4.55E-05
mitophagy (GO:0000423)	56	3	13.93	-	.22	2.61E-04	4.36E-03
late endosome to vacuole transport (GO:0045324)	38	2	9.46	-	.21	2.43E-03	2.67E-02
host-mediated activation of viral process (GO:0044794)	38	2	9.46	-	.21	2.43E-03	2.67E-02
spliceosomal tri-snRNP complex assembly (GO:0000244)	38	2	9.46	-	.21	2.43E-03	2.67E-02
regulation of gene silencing by regulatory ncRNA (GO:0060966)	38	2	9.46	-	.21	2.43E-03	2.67E-02
electron transport chain (GO:0022900)	116	6	28.86	-	.21	3.08E-08	1.38E-06
mRNA transport (GO:0051028)	136	7	33.84	-	.21	1.55E-09	8.70E-08
transcription by RNA polymerase III (GO:0006383)	40	2	9.95	-	.20	1.59E-03	1.89E-02
RNA 5'-end processing (GO:0000966)	40	2	9.95	-	.20	1.59E-03	1.89E-02
establishment of protein localization to vacuole (GO:0072666)	61	3	15.18	-	.20	7.48E-05	1.46E-03
regulation of DNA-templated transcription elongation (GO:0032784)	106	5	26.38	-	.19	5.09E-08	2.18E-06
respiratory electron transport chain (GO:0022904)	106	5	26.38	-	.19	5.09E-08	2.18E-06
autophagosome assembly (GO:0000045)	85	4	21.15	-	.19	1.64E-06	5.09E-05
tRNA aminoacylation for protein translation (GO:0006418)	44	2	10.95	-	.18	6.85E-04	9.77E-03
DNA-templated transcription termination (GO:0006353)	47	2	11.70	-	.17	2.92E-04	4.76E-03
tRNA aminoacylation (GO:0043039)	47	2	11.70	-	.17	2.92E-04	4.75E-03
immune response-inhibiting cell surface receptor signaling pathway (GO:0002767)	47	2	11.70	-	.17	2.92E-04	4.75E-03
regulation of transcription elongation by RNA polymerase II (GO:0034243)	94	4	23.39	-	.17	1.25E-07	4.95E-06
ribosome assembly (GO:0042255)	71	3	17.67	-	.17	5.92E-06	1.61E-04
amino acid activation (GO:0043038)	48	2	11.94	-	.17	3.02E-04	4.87E-03
protein targeting to vacuole (GO:0006623)	49	2	12.19	-	.16	1.90E-04	3.29E-03
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	128	5	31.85	-	.16	2.09E-10	1.30E-08
transcription preinitiation complex assembly (GO:0070897)	79	3	19.66	-	.15	6.98E-07	2.34E-05
protein biosynthetic process (GO:0160307)	394	14	98.04	-	.14	3.58E-31	1.18E-28
translation (GO:0006412)	394	14	98.04	-	.14	3.58E-31	1.16E-28
ribosomal small subunit biogenesis (GO:0042274)	114	4	28.37	-	.14	1.18E-09	6.64E-08
aerobic electron transport chain (GO:0019646)	86	3	21.40	-	.14	1.23E-07	4.92E-06
heme biosynthetic process (GO:0006783)	29	1	7.22	-	.14	4.31E-03	4.08E-02
mitochondrial RNA processing (GO:0000963)	29	1	7.22	-	.14	4.31E-03	4.08E-02
snRNA metabolic process (GO:0016073)	59	2	14.68	-	.14	1.41E-05	3.44E-04
mitochondrial respiratory chain complex IV assembly (GO:0033617)	30	1	7.47	-	.13	4.63E-03	4.27E-02
vesicle targeting, to, from or within Golgi (GO:0048199)	30	1	7.47	-	.13	4.63E-03	4.27E-02
antigen processing and presentation of endogenous antigen (GO:0019883)	30	1	7.47	-	.13	4.63E-03	4.26E-02
protein insertion into mitochondrial membrane (GO:0051204)	32	1	7.96	-	.13	1.78E-03	2.08E-02
maturation of LSU-rRNA (GO:0000470)	32	1	7.96	-	.13	1.78E-03	2.08E-02
regulation of mitochondrial gene expression (GO:0062125)	32	1	7.96	-	.13	1.78E-03	2.08E-02
regulation of miRNA-mediated gene silencing (GO:0060964)	32	1	7.96	-	.13	1.78E-03	2.07E-02
purine ribonucleoside triphosphate biosynthetic process (GO:0009206)	97	3	24.14	-	.12	9.24E-09	4.64E-07
RNA polymerase II preinitiation complex assembly (GO:0051123)	65	2	16.17	-	.12	3.90E-06	1.10E-04
purine nucleoside triphosphate biosynthetic process (GO:0009145)	98	3	24.39	-	.12	5.80E-09	3.01E-07
porphyrin-containing compound biosynthetic process (GO:0006779)	33	1	8.21	-	.12	1.83E-03	2.12E-02
protein targeting to lysosome (GO:0006622)	33	1	8.21	-	.12	1.83E-03	2.12E-02
tetrapyrrole biosynthetic process (GO:0033014)	33	1	8.21	-	.12	1.83E-03	2.12E-02
vesicle tethering (GO:0099022)	33	1	8.21	-	.12	1.83E-03	2.12E-02
regulation of post-transcriptional gene silencing by regulatory ncRNA (GO:1900368)	33	1	8.21	-	.12	1.83E-03	2.12E-02
respiratory chain complex IV assembly (GO:0008535)	33	1	8.21	-	.12	1.83E-03	2.11E-02
regulation of post-transcriptional gene silencing (GO:0060147)	34	1	8.46	-	.12	1.13E-03	1.45E-02
cytoplasmic translation (GO:0002181)	136	4	33.84	-	.12	3.97E-12	3.07E-10
nuclear RNA surveillance (GO:0071027)	34	1	8.46	-	.12	1.13E-03	1.44E-02
establishment of protein localization to mitochondrial membrane (GO:0090151)	34	1	8.46	-	.12	1.13E-03	1.44E-02
ribonucleoside triphosphate biosynthetic process (GO:0009201)	103	3	25.63	-	.12	1.55E-09	8.67E-08
spliceosomal snRNP assembly (GO:0000387)	70	2	17.42	-	.11	1.03E-06	3.32E-05
transcription by RNA polymerase I (GO:0006360)	36	1	8.96	-	.11	7.30E-04	1.03E-02
mitochondrial gene expression (GO:0140053)	146	4	36.33	-	.11	2.75E-13	2.41E-11
maturation of SSU-rRNA (GO:0030490)	73	2	18.16	-	.11	4.17E-07	1.48E-05
nucleoside triphosphate biosynthetic process (GO:0009142)	112	3	27.87	-	.11	1.71E-10	1.10E-08
rescue of stalled ribosome (GO:0072344)	38	1	9.46	-	.11	4.74E-04	7.06E-03
RNA surveillance (GO:0071025)	39	1	9.70	-	.10	2.96E-04	4.79E-03
snRNA processing (GO:0016180)	39	1	9.70	-	.10	2.96E-04	4.79E-03
COPII-coated vesicle budding (GO:0090114)	40	1	9.95	-	.10	3.11E-04	5.02E-03
ribosomal large subunit biogenesis (GO:0042273)	80	2	19.91	-	.10	7.07E-08	2.92E-06
inner mitochondrial membrane organization (GO:0007007)	42	1	10.45	-	.10	1.22E-04	2.21E-03
sensory perception of smell (GO:0007608)	467	11	116.21	-	.09	9.43E-43	8.07E-40
ribosome disassembly (GO:0032790)	46	1	11.45	-	.09	4.86E-05	1.00E-03
mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	46	1	11.45	-	.09	4.86E-05	1.00E-03
cytochrome complex assembly (GO:0017004)	46	1	11.45	-	.09	4.86E-05	9.99E-04
mitochondrial respiratory chain complex assembly (GO:0033108)	102	2	25.38	-	.08	2.02E-10	1.27E-08
detection of chemical stimulus involved in sensory perception (GO:0050907)	485	9	120.68	-	.07	2.66E-47	3.22E-44
positive regulation of transcription elongation by RNA polymerase II (GO:0032968)	55	1	13.69	-	.07	5.14E-06	1.42E-04
positive regulation of DNA-templated transcription, elongation (GO:0032786)	62	1	15.43	-	.06	8.47E-07	2.77E-05
proton motive force-driven mitochondrial ATP synthesis (GO:0042776)	64	1	15.93	-	.06	3.24E-07	1.19E-05
translational initiation (GO:0006413)	69	1	17.17	-	.06	1.41E-07	5.48E-06
proton motive force-driven ATP synthesis (GO:0015986)	72	1	17.92	-	.06	5.31E-08	2.26E-06
ATP biosynthetic process (GO:0006754)	86	1	21.40	-	.05	7.94E-10	4.60E-08
RNA export from nucleus (GO:0006405)	87	1	21.65	-	.05	8.17E-10	4.71E-08
mitochondrial translation (GO:0032543)	108	1	26.87	-	.04	1.86E-12	1.51E-10
detection of chemical stimulus involved in sensory perception of smell (GO:0050911)	437	3	108.74	-	.03	8.02E-50	1.29E-46
NADH dehydrogenase complex assembly (GO:0010257)	41	0	10.20	-	 < 0.01	1.26E-05	3.10E-04
ER-nucleus signaling pathway (GO:0006984)	35	0	8.71	-	 < 0.01	9.13E-05	1.74E-03
intra-Golgi vesicle-mediated transport (GO:0006891)	35	0	8.71	-	 < 0.01	9.13E-05	1.74E-03
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	53	0	13.19	-	 < 0.01	4.52E-07	1.59E-05
mitochondrial respiratory chain complex I assembly (GO:0032981)	41	0	10.20	-	 < 0.01	1.26E-05	3.09E-04
lysosomal lumen acidification (GO:0007042)	25	0	6.22	-	 < 0.01	1.64E-03	1.94E-02
cytoplasmic translational initiation (GO:0002183)	38	0	9.46	-	 < 0.01	3.36E-05	7.35E-04
mRNA export from nucleus (GO:0006406)	70	0	17.42	-	 < 0.01	4.00E-09	2.11E-07
transcription initiation at RNA polymerase III promoter (GO:0006384)	27	0	6.72	-	 < 0.01	5.90E-04	8.57E-03
early endosome to late endosome transport (GO:0045022)	24	0	5.97	-	 < 0.01	1.53E-03	1.84E-02
protein exit from endoplasmic reticulum (GO:0032527)	26	0	6.47	-	 < 0.01	9.50E-04	1.28E-02
vesicle-mediated transport between endosomal compartments (GO:0098927)	29	0	7.22	-	 < 0.01	3.61E-04	5.64E-03
poly(A)+ mRNA export from nucleus (GO:0016973)	24	0	5.97	-	 < 0.01	1.53E-03	1.84E-02
endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)	23	0	5.72	-	 < 0.01	2.56E-03	2.79E-02
regulation of translation in response to stress (GO:0043555)	21	0	5.23	-	 < 0.01	4.05E-03	3.91E-02
spliceosomal conformational changes to generate catalytic conformation (GO:0000393)	39	0	9.70	-	 < 0.01	2.02E-05	4.74E-04
spliceosome conformational change to release U4 (or U4atac) and U1 (or U11) (GO:0000388)	35	0	8.71	-	 < 0.01	9.13E-05	1.73E-03
COPII vesicle coating (GO:0048208)	23	0	5.72	-	 < 0.01	2.56E-03	2.79E-02
vesicle targeting, rough ER to cis-Golgi (GO:0048207)	23	0	5.72	-	 < 0.01	2.56E-03	2.78E-02
rRNA transcription (GO:0009303)	34	0	8.46	-	 < 0.01	8.53E-05	1.63E-03
ribosomal large subunit assembly (GO:0000027)	29	0	7.22	-	 < 0.01	3.61E-04	5.63E-03
mitochondrial ribosome assembly (GO:0061668)	27	0	6.72	-	 < 0.01	5.90E-04	8.57E-03
protein import into mitochondrial matrix (GO:0030150)	24	0	5.97	-	 < 0.01	1.53E-03	1.84E-02
Arp2/3 complex-mediated actin nucleation (GO:0034314)	21	0	5.23	-	 < 0.01	4.05E-03	3.91E-02
