




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.XXXX/zenodo.XXXXXXXX Released 2025-10-05
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (5149)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
regulation of synaptic vesicle exocytosis (GO:2000300)	51	27	12.76	+	2.12	2.49E-05	3.92E-04
multicellular organismal movement (GO:0050879)	51	27	12.76	+	2.12	2.49E-05	3.92E-04
neutral amino acid transport (GO:0015804)	51	27	12.76	+	2.12	2.49E-05	3.92E-04
acylglycerol catabolic process (GO:0046464)	34	18	8.51	+	2.12	4.96E-04	5.23E-03
neutral lipid catabolic process (GO:0046461)	34	18	8.51	+	2.12	4.96E-04	5.22E-03
positive regulation of supramolecular fiber organization (GO:1902905)	174	92	43.53	+	2.11	3.57E-15	2.10E-13
regulation of protein localization to cell periphery (GO:1904375)	157	83	39.28	+	2.11	6.94E-14	3.68E-12
purine-containing compound metabolic process (GO:0072521)	507	268	126.85	+	2.11	6.06E-42	1.87E-39
positive regulation of stress fiber assembly (GO:0051496)	53	28	13.26	+	2.11	1.73E-05	2.82E-04
negative regulation of protein depolymerization (GO:1901880)	72	38	18.01	+	2.11	6.99E-07	1.59E-05
negative regulation of protein localization to membrane (GO:1905476)	36	19	9.01	+	2.11	3.54E-04	3.95E-03
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	36	19	9.01	+	2.11	3.54E-04	3.94E-03
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	36	19	9.01	+	2.11	3.54E-04	3.94E-03
organelle transport along microtubule (GO:0072384)	91	48	22.77	+	2.11	1.47E-08	4.40E-07
monosaccharide metabolic process (GO:0005996)	184	97	46.04	+	2.11	6.88E-16	4.24E-14
ribonucleotide metabolic process (GO:0009259)	315	166	78.81	+	2.11	3.96E-26	5.13E-24
regulation of actin filament length (GO:0030832)	152	80	38.03	+	2.10	2.68E-13	1.34E-11
positive regulation of protein localization to cell periphery (GO:1904377)	76	40	19.01	+	2.10	3.25E-07	7.81E-06
regulation of lamellipodium assembly (GO:0010591)	38	20	9.51	+	2.10	2.55E-04	2.96E-03
T-helper 1 type immune response (GO:0042088)	38	20	9.51	+	2.10	2.55E-04	2.95E-03
regulation of protein depolymerization (GO:1901879)	97	51	24.27	+	2.10	5.64E-09	1.81E-07
glucose metabolic process (GO:0006006)	118	62	29.52	+	2.10	1.44E-10	5.68E-09
cortical actin cytoskeleton organization (GO:0030866)	40	21	10.01	+	2.10	1.84E-04	2.25E-03
T-helper 17 type immune response (GO:0072538)	40	21	10.01	+	2.10	1.84E-04	2.24E-03
heart contraction (GO:0060047)	101	53	25.27	+	2.10	4.39E-09	1.44E-07
glycerolipid catabolic process (GO:0046503)	61	32	15.26	+	2.10	4.36E-06	8.35E-05
pyridine-containing compound metabolic process (GO:0072524)	128	67	32.02	+	2.09	4.17E-11	1.74E-09
purine nucleotide metabolic process (GO:0006163)	369	193	92.32	+	2.09	1.60E-29	2.70E-27
regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)	44	23	11.01	+	2.09	1.43E-04	1.81E-03
monocarboxylic acid metabolic process (GO:0032787)	530	277	132.60	+	2.09	3.39E-42	1.09E-39
phosphatidylcholine metabolic process (GO:0046470)	67	35	16.76	+	2.09	2.67E-06	5.39E-05
mitochondrial transport (GO:0006839)	92	48	23.02	+	2.09	3.57E-08	1.01E-06
one-carbon metabolic process (GO:0006730)	23	12	5.75	+	2.09	5.98E-03	4.14E-02
negative regulation of amine transport (GO:0051953)	23	12	5.75	+	2.09	5.98E-03	4.14E-02
postsynaptic cytoskeleton organization (GO:0099188)	23	12	5.75	+	2.09	5.98E-03	4.14E-02
glucose 6-phosphate metabolic process (GO:0051156)	23	12	5.75	+	2.09	5.98E-03	4.13E-02
response to cold (GO:0009409)	46	24	11.51	+	2.09	9.79E-05	1.30E-03
regulation of cell fate specification (GO:0042659)	23	12	5.75	+	2.09	5.98E-03	4.13E-02
regulation of lipoprotein particle clearance (GO:0010984)	23	12	5.75	+	2.09	5.98E-03	4.13E-02
negative regulation of blood coagulation (GO:0030195)	46	24	11.51	+	2.09	9.79E-05	1.30E-03
regulation of organic acid transport (GO:0032890)	69	36	17.26	+	2.09	1.81E-06	3.78E-05
cholesterol transport (GO:0030301)	69	36	17.26	+	2.09	1.81E-06	3.78E-05
nucleoside phosphate metabolic process (GO:0006753)	579	302	144.86	+	2.08	9.67E-46	3.70E-43
regulation of proteasomal protein catabolic process (GO:0061136)	232	121	58.05	+	2.08	7.31E-19	5.31E-17
purine ribonucleotide metabolic process (GO:0009150)	294	153	73.56	+	2.08	1.69E-23	1.76E-21
striated muscle contraction (GO:0006941)	173	90	43.28	+	2.08	3.00E-14	1.64E-12
positive regulation of focal adhesion assembly (GO:0051894)	25	13	6.25	+	2.08	4.12E-03	3.08E-02
regulation of protein polymerization (GO:0032271)	200	104	50.04	+	2.08	2.88E-16	1.80E-14
peptide biosynthetic process (GO:0043043)	25	13	6.25	+	2.08	4.12E-03	3.08E-02
membrane lipid catabolic process (GO:0046466)	50	26	12.51	+	2.08	4.74E-05	6.82E-04
detoxification (GO:0098754)	154	80	38.53	+	2.08	7.55E-13	3.66E-11
regulation of lamellipodium organization (GO:1902743)	52	27	13.01	+	2.08	3.35E-05	5.09E-04
response to nerve growth factor (GO:1990089)	52	27	13.01	+	2.08	3.35E-05	5.09E-04
negative regulation of supramolecular fiber organization (GO:1902904)	156	81	39.03	+	2.08	5.39E-13	2.63E-11
nucleobase-containing small molecule metabolic process (GO:0055086)	605	314	151.37	+	2.07	6.24E-47	2.59E-44
response to activity (GO:0014823)	79	41	19.77	+	2.07	3.06E-07	7.39E-06
ribose phosphate metabolic process (GO:0019693)	322	167	80.56	+	2.07	3.53E-25	4.32E-23
cellular response to gamma radiation (GO:0071480)	27	14	6.76	+	2.07	2.87E-03	2.34E-02
long-chain fatty acid transport (GO:0015909)	54	28	13.51	+	2.07	2.38E-05	3.75E-04
positive regulation of cardiac muscle hypertrophy (GO:0010613)	27	14	6.76	+	2.07	2.87E-03	2.34E-02
amyloid-beta clearance (GO:0097242)	27	14	6.76	+	2.07	2.87E-03	2.33E-02
fatty acid derivative metabolic process (GO:1901568)	85	44	21.27	+	2.07	1.15E-07	3.02E-06
protein folding (GO:0006457)	228	118	57.04	+	2.07	3.68E-18	2.51E-16
reactive nitrogen species metabolic process (GO:2001057)	29	15	7.26	+	2.07	2.02E-03	1.72E-02
adaptive thermogenesis (GO:1990845)	29	15	7.26	+	2.07	2.02E-03	1.72E-02
regulation of mRNA processing (GO:0050684)	149	77	37.28	+	2.07	2.85E-12	1.31E-10
regulation of substrate adhesion-dependent cell spreading (GO:1900024)	60	31	15.01	+	2.07	8.89E-06	1.60E-04
negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176)	31	16	7.76	+	2.06	1.43E-03	1.27E-02
amide biosynthetic process (GO:0043604)	157	81	39.28	+	2.06	7.72E-13	3.73E-11
carboxylic acid metabolic process (GO:0019752)	797	411	199.40	+	2.06	1.95E-60	1.67E-57
receptor internalization (GO:0031623)	66	34	16.51	+	2.06	4.75E-06	9.02E-05
oxoacid metabolic process (GO:0043436)	818	421	204.66	+	2.06	1.12E-61	1.08E-58
response to endoplasmic reticulum stress (GO:0034976)	241	124	60.30	+	2.06	9.90E-19	7.09E-17
ER-nucleus signaling pathway (GO:0006984)	35	18	8.76	+	2.06	1.22E-03	1.11E-02
cellular response to interleukin-4 (GO:0071353)	35	18	8.76	+	2.06	1.22E-03	1.11E-02
ribonucleoside monophosphate biosynthetic process (GO:0009156)	35	18	8.76	+	2.06	1.22E-03	1.11E-02
negative regulation of protein localization to cell periphery (GO:1904376)	35	18	8.76	+	2.06	1.22E-03	1.11E-02
regulation of protein export from nucleus (GO:0046825)	35	18	8.76	+	2.06	1.22E-03	1.11E-02
amino acid metabolic process (GO:0006520)	284	146	71.06	+	2.05	9.58E-22	8.87E-20
organic acid metabolic process (GO:0006082)	827	425	206.91	+	2.05	5.66E-62	5.88E-59
response to toxic substance (GO:0009636)	255	131	63.80	+	2.05	1.45E-19	1.14E-17
calcium-ion regulated exocytosis (GO:0017156)	37	19	9.26	+	2.05	8.21E-04	8.02E-03
maintenance of blood-brain barrier (GO:0035633)	37	19	9.26	+	2.05	8.21E-04	8.01E-03
long-term memory (GO:0007616)	37	19	9.26	+	2.05	8.21E-04	8.01E-03
heart process (GO:0003015)	111	57	27.77	+	2.05	3.18E-09	1.07E-07
response to angiotensin (GO:1990776)	39	20	9.76	+	2.05	5.57E-04	5.77E-03
actin cytoskeleton organization (GO:0030036)	554	284	138.61	+	2.05	3.65E-41	1.06E-38
triglyceride metabolic process (GO:0006641)	80	41	20.02	+	2.05	4.39E-07	1.03E-05
regulation of muscle adaptation (GO:0043502)	82	42	20.52	+	2.05	4.96E-07	1.15E-05
actin filament organization (GO:0007015)	289	148	72.31	+	2.05	6.75E-22	6.45E-20
regulation of actin filament-based movement (GO:1903115)	43	22	10.76	+	2.04	2.64E-04	3.06E-03
maintenance of protein localization in organelle (GO:0072595)	43	22	10.76	+	2.04	2.64E-04	3.06E-03
establishment of vesicle localization (GO:0051650)	174	89	43.53	+	2.04	1.66E-13	8.46E-12
cellular anatomical entity morphogenesis (GO:0032989)	133	68	33.28	+	2.04	1.13E-10	4.55E-09
cellular component assembly involved in morphogenesis (GO:0010927)	133	68	33.28	+	2.04	1.13E-10	4.54E-09
cell redox homeostasis (GO:0045454)	45	23	11.26	+	2.04	1.85E-04	2.25E-03
purine nucleoside monophosphate metabolic process (GO:0009126)	45	23	11.26	+	2.04	1.85E-04	2.25E-03
regulation of dendritic spine morphogenesis (GO:0061001)	45	23	11.26	+	2.04	1.85E-04	2.24E-03
sulfur compound metabolic process (GO:0006790)	274	140	68.55	+	2.04	1.34E-20	1.13E-18
negative regulation of hemostasis (GO:1900047)	47	24	11.76	+	2.04	1.30E-04	1.66E-03
negative regulation of coagulation (GO:0050819)	49	25	12.26	+	2.04	9.24E-05	1.23E-03
cellular response to nerve growth factor stimulus (GO:1990090)	49	25	12.26	+	2.04	9.24E-05	1.23E-03
regulation of pH (GO:0006885)	110	56	27.52	+	2.03	5.81E-09	1.85E-07
positive regulation of cell-matrix adhesion (GO:0001954)	57	29	14.26	+	2.03	3.79E-05	5.62E-04
glycogen metabolic process (GO:0005977)	61	31	15.26	+	2.03	1.79E-05	2.92E-04
glucan metabolic process (GO:0044042)	63	32	15.76	+	2.03	1.25E-05	2.12E-04
regulation of proteolysis involved in protein catabolic process (GO:1903050)	272	138	68.05	+	2.03	4.93E-20	4.07E-18
nucleotide metabolic process (GO:0009117)	428	217	107.08	+	2.03	1.44E-30	2.61E-28
mitochondrion organization (GO:0007005)	361	183	90.32	+	2.03	6.52E-26	8.31E-24
cardiac muscle contraction (GO:0060048)	85	43	21.27	+	2.02	4.32E-07	1.02E-05
maintenance of location (GO:0051235)	85	43	21.27	+	2.02	4.32E-07	1.02E-05
ERAD pathway (GO:0036503)	95	48	23.77	+	2.02	1.32E-07	3.41E-06
organic acid biosynthetic process (GO:0016053)	287	145	71.81	+	2.02	9.19E-21	7.86E-19
protein biosynthetic process (GO:0160307)	394	199	98.58	+	2.02	5.15E-28	7.96E-26
translation (GO:0006412)	394	199	98.58	+	2.02	5.15E-28	7.88E-26
lipid catabolic process (GO:0016042)	307	155	76.81	+	2.02	4.57E-22	4.40E-20
response to unfolded protein (GO:0006986)	133	67	33.28	+	2.01	2.88E-10	1.11E-08
regulation of RNA splicing (GO:0043484)	199	100	49.79	+	2.01	2.05E-14	1.14E-12
regulation of synaptic plasticity (GO:0048167)	217	109	54.29	+	2.01	1.50E-15	8.95E-14
carboxylic acid biosynthetic process (GO:0046394)	283	142	70.81	+	2.01	6.48E-20	5.32E-18
cellular response to alkaloid (GO:0071312)	38	19	9.51	+	2.00	1.02E-03	9.50E-03
vesicle cytoskeletal trafficking (GO:0099518)	56	28	14.01	+	2.00	6.72E-05	9.23E-04
regulation of intracellular pH (GO:0051453)	96	48	24.02	+	2.00	1.59E-07	4.01E-06
macromolecule deacylation (GO:0098732)	28	14	7.01	+	2.00	4.10E-03	3.07E-02
response to topologically incorrect protein (GO:0035966)	150	75	37.53	+	2.00	6.00E-11	2.45E-09
regulation of neuronal synaptic plasticity (GO:0048168)	62	31	15.51	+	2.00	2.34E-05	3.70E-04
cortical cytoskeleton organization (GO:0030865)	56	28	14.01	+	2.00	6.72E-05	9.22E-04
L-glutamate transmembrane transport (GO:0015813)	28	14	7.01	+	2.00	4.10E-03	3.07E-02
regulation of cardiac muscle cell contraction (GO:0086004)	38	19	9.51	+	2.00	1.02E-03	9.49E-03
regulation of cell-substrate junction organization (GO:0150116)	74	37	18.51	+	2.00	4.63E-06	8.83E-05
response to cadmium ion (GO:0046686)	48	24	12.01	+	2.00	1.82E-04	2.24E-03
heme metabolic process (GO:0042168)	46	23	11.51	+	2.00	2.54E-04	2.95E-03
positive regulation of muscle hypertrophy (GO:0014742)	28	14	7.01	+	2.00	4.10E-03	3.07E-02
multicellular organismal-level iron ion homeostasis (GO:0060586)	28	14	7.01	+	2.00	4.10E-03	3.06E-02
sulfur compound transport (GO:0072348)	68	34	17.01	+	2.00	8.66E-06	1.56E-04
monocarboxylic acid biosynthetic process (GO:0072330)	180	90	45.03	+	2.00	5.12E-13	2.51E-11
regulation of nitric oxide biosynthetic process (GO:0045428)	58	29	14.51	+	2.00	4.70E-05	6.76E-04
regulation of transforming growth factor beta production (GO:0071634)	36	18	9.01	+	2.00	1.47E-03	1.30E-02
positive regulation of DNA biosynthetic process (GO:2000573)	44	22	11.01	+	2.00	3.56E-04	3.95E-03
cellular response to laminar fluid shear stress (GO:0071499)	30	15	7.51	+	2.00	4.69E-03	3.36E-02
regulation of amyloid-beta formation (GO:1902003)	36	18	9.01	+	2.00	1.47E-03	1.30E-02
positive regulation of transporter activity (GO:0032411)	34	17	8.51	+	2.00	2.15E-03	1.82E-02
positive regulation of protein polymerization (GO:0032273)	90	45	22.52	+	2.00	4.77E-07	1.11E-05
regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)	70	35	17.51	+	2.00	9.76E-06	1.74E-04
intermembrane lipid transfer (GO:0120009)	44	22	11.01	+	2.00	3.56E-04	3.95E-03
spliceosomal complex assembly (GO:0000245)	78	39	19.52	+	2.00	2.26E-06	4.61E-05
positive regulation of microtubule polymerization or depolymerization (GO:0031112)	36	18	9.01	+	2.00	1.47E-03	1.30E-02
regulation of cellular pH (GO:0030641)	100	50	25.02	+	2.00	7.92E-08	2.13E-06
positive regulation of nucleocytoplasmic transport (GO:0046824)	60	30	15.01	+	2.00	3.31E-05	5.05E-04
negative regulation of nucleocytoplasmic transport (GO:0046823)	30	15	7.51	+	2.00	4.69E-03	3.35E-02
negative regulation of protein catabolic process (GO:0042177)	122	61	30.52	+	2.00	2.83E-09	9.59E-08
response to muscle activity (GO:0014850)	30	15	7.51	+	2.00	4.69E-03	3.35E-02
regulation of striated muscle contraction (GO:0006942)	104	52	26.02	+	2.00	4.05E-08	1.13E-06
blood coagulation, fibrin clot formation (GO:0072378)	26	13	6.51	+	2.00	5.78E-03	4.02E-02
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	128	64	32.02	+	2.00	1.06E-09	3.79E-08
porphyrin-containing compound metabolic process (GO:0006778)	52	26	13.01	+	2.00	1.41E-04	1.79E-03
regulation of focal adhesion assembly (GO:0051893)	66	33	16.51	+	2.00	1.20E-05	2.06E-04
maintenance of protein location (GO:0045185)	64	32	16.01	+	2.00	1.67E-05	2.74E-04
protein exit from endoplasmic reticulum (GO:0032527)	26	13	6.51	+	2.00	5.78E-03	4.01E-02
vesicle localization (GO:0051648)	188	94	47.04	+	2.00	1.37E-13	7.14E-12
regulation of cell-substrate junction assembly (GO:0090109)	66	33	16.51	+	2.00	1.20E-05	2.05E-04
pyrimidine ribonucleotide metabolic process (GO:0009218)	32	16	8.01	+	2.00	3.16E-03	2.53E-02
purine ribonucleoside monophosphate metabolic process (GO:0009167)	42	21	10.51	+	2.00	5.02E-04	5.27E-03
positive regulation of cell-substrate junction organization (GO:0150117)	32	16	8.01	+	2.00	3.16E-03	2.53E-02
response to copper ion (GO:0046688)	42	21	10.51	+	2.00	5.02E-04	5.27E-03
sphingolipid catabolic process (GO:0030149)	42	21	10.51	+	2.00	5.02E-04	5.26E-03
protein refolding (GO:0042026)	26	13	6.51	+	2.00	5.78E-03	4.01E-02
diol metabolic process (GO:0034311)	32	16	8.01	+	2.00	3.16E-03	2.53E-02
protein localization to plasma membrane (GO:0072659)	197	98	49.29	+	1.99	6.73E-14	3.58E-12
negative regulation of protein-containing complex assembly (GO:0031333)	143	71	35.78	+	1.98	3.10E-10	1.19E-08
regulation of protein catabolic process (GO:0042176)	401	199	100.33	+	1.98	1.15E-26	1.58E-24
post-Golgi vesicle-mediated transport (GO:0006892)	109	54	27.27	+	1.98	4.08E-08	1.14E-06
protein tetramerization (GO:0051262)	103	51	25.77	+	1.98	1.23E-07	3.20E-06
integrin-mediated signaling pathway (GO:0007229)	97	48	24.27	+	1.98	2.07E-07	5.11E-06
organophosphate biosynthetic process (GO:0090407)	568	281	142.11	+	1.98	5.07E-37	1.25E-34
response to hydrogen peroxide (GO:0042542)	91	45	22.77	+	1.98	5.76E-07	1.33E-05
regulation of actin filament organization (GO:0110053)	269	133	67.30	+	1.98	4.11E-18	2.79E-16
response to oxidative stress (GO:0006979)	397	196	99.33	+	1.97	5.47E-26	7.04E-24
positive regulation of intracellular transport (GO:0032388)	150	74	37.53	+	1.97	1.32E-10	5.26E-09
regulation of mitochondrial membrane potential (GO:0051881)	73	36	18.26	+	1.97	8.29E-06	1.50E-04
regulation of amide metabolic process (GO:0034248)	69	34	17.26	+	1.97	1.68E-05	2.76E-04
positive regulation of lipid metabolic process (GO:0045834)	136	67	34.03	+	1.97	9.81E-10	3.52E-08
secondary alcohol metabolic process (GO:1902652)	134	66	33.53	+	1.97	1.35E-09	4.76E-08
regulation of microtubule polymerization (GO:0031113)	65	32	16.26	+	1.97	3.52E-05	5.29E-04
apoptotic mitochondrial changes (GO:0008637)	65	32	16.26	+	1.97	3.52E-05	5.28E-04
positive regulation of wound healing (GO:0090303)	63	31	15.76	+	1.97	5.14E-05	7.32E-04
response to fatty acid (GO:0070542)	63	31	15.76	+	1.97	5.14E-05	7.31E-04
positive regulation of cell-substrate adhesion (GO:0010811)	124	61	31.02	+	1.97	7.30E-09	2.30E-07
regulation of nitric oxide metabolic process (GO:0080164)	61	30	15.26	+	1.97	4.47E-05	6.47E-04
Golgi vesicle transport (GO:0048193)	303	149	75.81	+	1.97	1.02E-19	8.20E-18
long-term synaptic potentiation (GO:0060291)	59	29	14.76	+	1.96	6.23E-05	8.62E-04
establishment of protein localization to membrane (GO:0090150)	228	112	57.04	+	1.96	4.48E-15	2.62E-13
acidic amino acid transport (GO:0015800)	57	28	14.26	+	1.96	8.72E-05	1.17E-03
response to axon injury (GO:0048678)	53	26	13.26	+	1.96	1.74E-04	2.15E-03
ADP catabolic process (GO:0046032)	51	25	12.76	+	1.96	2.48E-04	2.89E-03
labyrinthine layer development (GO:0060711)	49	24	12.26	+	1.96	3.57E-04	3.96E-03
regulation of alcohol biosynthetic process (GO:1902930)	49	24	12.26	+	1.96	3.57E-04	3.96E-03
actin filament-based process (GO:0030029)	627	307	156.87	+	1.96	2.75E-39	7.55E-37
regulation of ketone metabolic process (GO:0010565)	143	70	35.78	+	1.96	6.60E-10	2.41E-08
small molecule biosynthetic process (GO:0044283)	474	232	118.59	+	1.96	9.94E-30	1.72E-27
neurotransmitter transport (GO:0006836)	141	69	35.28	+	1.96	9.25E-10	3.34E-08
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	47	23	11.76	+	1.96	5.17E-04	5.41E-03
L-amino acid biosynthetic process (GO:0170034)	47	23	11.76	+	1.96	5.17E-04	5.40E-03
fatty acid transport (GO:0015908)	92	45	23.02	+	1.96	7.48E-07	1.69E-05
regulation of release of cytochrome c from mitochondria (GO:0090199)	43	21	10.76	+	1.95	1.11E-03	1.02E-02
regulation of lipid storage (GO:0010883)	43	21	10.76	+	1.95	1.11E-03	1.02E-02
small molecule metabolic process (GO:0044281)	1549	756	387.55	+	1.95	1.53E-98	2.78E-95
cell-substrate junction assembly (GO:0007044)	41	20	10.26	+	1.95	9.64E-04	9.25E-03
positive regulation of organic acid transport (GO:0032892)	41	20	10.26	+	1.95	9.64E-04	9.25E-03
regulation of protein localization to cell surface (GO:2000008)	41	20	10.26	+	1.95	9.64E-04	9.24E-03
synaptic vesicle transport (GO:0048489)	41	20	10.26	+	1.95	9.64E-04	9.23E-03
negative regulation of protein-containing complex disassembly (GO:0043242)	82	40	20.52	+	1.95	4.20E-06	8.05E-05
cholesterol metabolic process (GO:0008203)	123	60	30.77	+	1.95	1.31E-08	3.92E-07
cellular response to reactive oxygen species (GO:0034614)	119	58	29.77	+	1.95	2.58E-08	7.42E-07
positive regulation of amine transport (GO:0051954)	39	19	9.76	+	1.95	1.35E-03	1.20E-02
regulation of calcineurin-NFAT signaling cascade (GO:0070884)	39	19	9.76	+	1.95	1.35E-03	1.20E-02
regulation of endoplasmic reticulum unfolded protein response (GO:1900101)	37	18	9.26	+	1.94	1.91E-03	1.64E-02
response to antibiotic (GO:0046677)	37	18	9.26	+	1.94	1.91E-03	1.64E-02
positive regulation of D-glucose import (GO:0046326)	37	18	9.26	+	1.94	1.91E-03	1.63E-02
negative regulation of calcium ion transmembrane transport (GO:1903170)	35	17	8.76	+	1.94	2.71E-03	2.23E-02
positive regulation of signal transduction by p53 class mediator (GO:1901798)	35	17	8.76	+	1.94	2.71E-03	2.23E-02
aldehyde metabolic process (GO:0006081)	70	34	17.51	+	1.94	2.13E-05	3.40E-04
very long-chain fatty acid metabolic process (GO:0000038)	35	17	8.76	+	1.94	2.71E-03	2.23E-02
neural nucleus development (GO:0048857)	68	33	17.01	+	1.94	3.00E-05	4.62E-04
protein homotetramerization (GO:0051289)	68	33	17.01	+	1.94	3.00E-05	4.61E-04
regulation of blood coagulation (GO:0030193)	68	33	17.01	+	1.94	3.00E-05	4.61E-04
blood vessel endothelial cell migration (GO:0043534)	33	16	8.26	+	1.94	3.89E-03	3.04E-02
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	33	16	8.26	+	1.94	3.89E-03	3.04E-02
